OrderID,Customer,Product,Category,Quantity,Price,OrderDate
1170,Liam Miller,Coffee Maker,Home,1,3841.71,2024-04-09
1171,Sophia Martinez,Smartphone,Electronics,2,3980.09,2024-06-28
1172,Jane Smith,T-shirt,Clothing,5,5884.68,2023-11-16
1173,Chris Lee,Smartphone,Electronics,3,4321.97,2023-07-09
1174,Noah Garcia,Vacuum Cleaner,Home,4,2511.8,2023-05-01
1175,Emma Wilson,Smartphone,Electronics,10,4876.02,2025-02-25
1176,Jane Smith,Jeans,Clothing,6,8908.81,2023-06-29
1177,Olivia Davis,Jeans,Clothing,9,194.0,2024-03-25
1178,Noah Garcia,Vacuum Cleaner,Home,10,8661.66,2024-06-28
1179,Olivia Davis,Novel,Books,10,5613.83,2023-05-09
1180,Sophia Martinez,Jeans,Clothing,1,2179.7,2023-11-18
1181,Liam Miller,Football,Sports,2,6970.88,2024-03-21
1182,Chris Lee,Coffee Maker,Home,8,4605.34,2025-02-25
1183,John Doe,Vacuum Cleaner,Home,4,2275.94,2025-02-09
1184,Jane Smith,Cookbook,Books,9,1077.78,2023-09-01
1185,Noah Garcia,Coffee Maker,Home,4,1760.86,2023-06-05
1186,Jane Smith,Jeans,Clothing,1,7028.07,2023-10-24
1187,John Doe,Smartphone,Electronics,6,8173.58,2023-07-26
1188,Mike Brown,Basketball,Sports,4,4257.63,2024-12-14
1189,Olivia Davis,Basketball,Sports,1,2891.39,2023-10-25
1190,Sophia Martinez,Basketball,Sports,5,8336.63,2025-02-06
1191,Noah Garcia,Coffee Maker,Home,1,817.37,2024-04-18
1192,Jane Smith,Jeans,Clothing,4,1128.79,2023-12-04
1193,Alice Johnson,Jeans,Clothing,7,2813.03,2024-08-16
1194,Jane Smith,Smartphone,Electronics,2,6743.02,2023-05-11
1195,Alice Johnson,Smartphone,Electronics,6,8776.63,2023-11-18
1196,Noah Garcia,Laptop,Electronics,5,5910.21,2023-08-16
1197,Emma Wilson,Cookbook,Books,5,4031.03,2024-06-17
1198,Emma Wilson,Novel,Books,4,2061.03,2023-11-16
1199,Olivia Davis,Jeans,Clothing,4,7157.6,2024-02-16
1200,Emma Wilson,T-shirt,Clothing,8,1717.35,2023-05-25
1201,John Doe,Jeans,Clothing,6,5078.05,2023-10-23
1202,Noah Garcia,Jeans,Clothing,10,180.34,2024-04-21
1203,Jane Smith,Cookbook,Books,3,1588.93,2024-05-14
1204,Noah Garcia,Laptop,Electronics,8,3774.5,2023-08-17
1205,Sophia Martinez,Smartphone,Electronics,8,6791.04,2025-01-30
1206,Olivia Davis,Jeans,Clothing,5,4243.6,2023-09-14
1207,Olivia Davis,Jeans,Clothing,1,3774.57,2024-03-30
1208,Alice Johnson,Jeans,Clothing,7,7770.06,2023-04-27
1209,Emma Wilson,Cookbook,Books,6,8244.2,2025-01-11
1210,Noah Garcia,Coffee Maker,Home,9,4055.6,2023-12-19
1211,Chris Lee,Laptop,Electronics,3,4356.74,2024-07-27
1212,Noah Garcia,Laptop,Electronics,9,1675.32,2024-08-23
1213,John Doe,Football,Sports,8,8361.74,2024-03-26
1214,Olivia Davis,Novel,Books,10,9938.19,2024-05-31
1215,John Doe,Football,Sports,7,7638.37,2023-12-26
1216,Noah Garcia,Jeans,Clothing,3,4706.86,2023-10-27
1217,Chris Lee,Vacuum Cleaner,Home,4,4181.09,2024-04-01
1218,Noah Garcia,Basketball,Sports,5,842.2,2024-06-27
1219,Mike Brown,Coffee Maker,Home,7,9617.42,2024-09-07
1220,Jane Smith,Vacuum Cleaner,Home,4,1464.67,2023-10-18
1221,Chris Lee,Football,Sports,10,4639.06,2024-05-16
1222,Chris Lee,Coffee Maker,Home,1,4871.82,2025-02-11
1223,John Doe,Coffee Maker,Home,4,2173.89,2025-02-13
1224,Noah Garcia,Basketball,Sports,7,5049.55,2025-02-25
1225,Sophia Martinez,Cookbook,Books,5,9619.16,2024-04-07
1226,Chris Lee,Jeans,Clothing,2,7948.93,2024-12-05
1227,John Doe,Jeans,Clothing,5,3620.66,2023-09-22
1228,Jane Smith,Cookbook,Books,9,2670.21,2024-07-17
1229,Emma Wilson,Cookbook,Books,5,5322.35,2024-07-21
1230,Sophia Martinez,Basketball,Sports,3,3066.26,2024-09-18
1231,Emma Wilson,Cookbook,Books,5,6414.29,2024-04-21
1232,John Doe,Jeans,Clothing,1,5934.82,2025-03-30
1233,Liam Miller,Vacuum Cleaner,Home,1,5856.0,2023-10-09
1234,Olivia Davis,Jeans,Clothing,4,9325.38,2023-12-09
1235,Sophia Martinez,Cookbook,Books,8,9922.71,2023-10-07
1236,Emma Wilson,Coffee Maker,Home,9,1485.16,2023-06-22
1237,Mike Brown,Coffee Maker,Home,3,1614.32,2023-09-14
1238,Olivia Davis,Basketball,Sports,10,2164.13,2024-05-27
1239,Noah Garcia,Smartphone,Electronics,8,9465.89,2024-10-28
1240,Sophia Martinez,Smartphone,Electronics,8,5373.07,2023-08-02
1241,Mike Brown,Basketball,Sports,3,242.73,2023-10-18
1242,John Doe,Vacuum Cleaner,Home,6,2383.11,2024-05-30
1243,Emma Wilson,Jeans,Clothing,4,502.38,2024-10-16
1244,Alice Johnson,Smartphone,Electronics,6,2218.8,2024-10-06
1245,Olivia Davis,Laptop,Electronics,10,7694.62,2023-07-29
1246,Emma Wilson,Basketball,Sports,8,8890.0,2025-01-14
1247,Jane Smith,Vacuum Cleaner,Home,5,929.1,2025-02-12
1248,Mike Brown,Jeans,Clothing,6,4223.82,2023-12-20
1249,Noah Garcia,Coffee Maker,Home,1,2040.87,2023-12-10
1250,Jane Smith,Basketball,Sports,5,1989.44,2024-07-21
1251,John Doe,Jeans,Clothing,10,5851.93,2025-03-01
1252,Liam Miller,Novel,Books,4,8671.16,2025-02-06
1253,Alice Johnson,Novel,Books,9,3331.57,2024-06-14
1254,Sophia Martinez,Cookbook,Books,9,2240.12,2025-02-05
1255,Mike Brown,Jeans,Clothing,5,4713.07,2024-11-20
1256,Olivia Davis,Laptop,Electronics,10,5957.38,2023-05-22
1257,John Doe,Basketball,Sports,10,6430.38,2023-08-07
1258,Liam Miller,Jeans,Clothing,5,928.44,2023-05-20
1259,Olivia Davis,Laptop,Electronics,7,248.08,2023-10-22
1260,John Doe,Coffee Maker,Home,3,4086.8,2024-01-03
1261,Liam Miller,Jeans,Clothing,3,1603.76,2024-06-22
1262,Jane Smith,Smartphone,Electronics,8,8722.03,2024-04-21
1263,Emma Wilson,Vacuum Cleaner,Home,7,1074.66,2024-03-23
1264,Olivia Davis,Laptop,Electronics,7,8897.57,2024-10-23
1265,Chris Lee,Cookbook,Books,8,7749.1,2024-11-06
1266,Sophia Martinez,Jeans,Clothing,8,7747.75,2023-11-14
1267,John Doe,Cookbook,Books,2,826.44,2023-12-10
1268,Olivia Davis,Cookbook,Books,4,7089.39,2024-11-14
1269,Sophia Martinez,Basketball,Sports,2,4266.75,2024-06-14
1270,Mike Brown,Novel,Books,7,2614.48,2024-02-22
1271,Sophia Martinez,Novel,Books,8,5314.93,2024-06-24
1272,Mike Brown,Vacuum Cleaner,Home,8,9791.92,2023-08-07
1273,Chris Lee,Vacuum Cleaner,Home,2,7330.83,2023-11-21
1274,Liam Miller,Smartphone,Electronics,2,3477.32,2025-04-02
1275,John Doe,Jeans,Clothing,8,6212.31,2024-06-06
1276,Liam Miller,Laptop,Electronics,1,2582.72,2023-08-02
1277,Liam Miller,Smartphone,Electronics,3,6839.9,2024-08-19
1278,Chris Lee,Basketball,Sports,4,9528.17,2025-04-13
1279,Emma Wilson,T-shirt,Clothing,10,678.59,2023-10-29
1280,Mike Brown,Football,Sports,2,126.25,2023-09-18
1281,John Doe,Smartphone,Electronics,6,5404.58,2023-11-14
1282,Sophia Martinez,Laptop,Electronics,5,4356.13,2024-08-31
1283,Noah Garcia,Smartphone,Electronics,8,9743.41,2023-08-21
1284,Chris Lee,Laptop,Electronics,6,8639.96,2024-06-14
1285,Emma Wilson,Vacuum Cleaner,Home,7,1298.53,2024-02-04
1286,Emma Wilson,T-shirt,Clothing,1,694.93,2025-03-08
1287,Sophia Martinez,Vacuum Cleaner,Home,5,3629.42,2024-12-20
1288,Olivia Davis,Football,Sports,5,4574.43,2024-08-09
1289,Olivia Davis,Jeans,Clothing,3,7535.96,2024-10-11
1290,Sophia Martinez,Cookbook,Books,10,621.7,2024-07-06
1291,Sophia Martinez,Jeans,Clothing,3,3006.74,2023-05-24
1292,Alice Johnson,Laptop,Electronics,3,2209.79,2025-02-01
1293,Emma Wilson,Cookbook,Books,2,9777.26,2024-06-02
1294,Mike Brown,Basketball,Sports,1,4768.66,2024-03-09
1295,Liam Miller,Novel,Books,5,1737.39,2023-08-14
1296,Emma Wilson,Cookbook,Books,6,9428.14,2024-05-14
1297,John Doe,Jeans,Clothing,10,2650.48,2023-08-03
1298,Sophia Martinez,Coffee Maker,Home,5,1260.81,2024-10-15
1299,Jane Smith,Jeans,Clothing,6,5162.43,2024-05-02
1300,Liam Miller,Smartphone,Electronics,4,8450.39,2024-05-05
1301,Alice Johnson,Smartphone,Electronics,5,7777.66,2024-05-19
1302,Noah Garcia,Football,Sports,1,3117.85,2025-03-22
1303,Alice Johnson,Coffee Maker,Home,2,8594.04,2023-09-12
1304,Emma Wilson,Smartphone,Electronics,7,3082.95,2024-05-10
1305,Sophia Martinez,Novel,Books,4,3338.5,2023-12-14
1306,Chris Lee,Novel,Books,9,3135.9,2024-04-25
1307,John Doe,Cookbook,Books,3,7954.74,2023-09-15
1308,Jane Smith,Football,Sports,7,4213.29,2023-11-02
1309,John Doe,Laptop,Electronics,4,8914.32,2023-07-01
1310,John Doe,Cookbook,Books,2,3796.72,2023-09-14
1311,John Doe,Cookbook,Books,2,5870.37,2024-08-21
1312,Sophia Martinez,Smartphone,Electronics,8,6135.12,2024-12-31
1313,Liam Miller,Basketball,Sports,7,5729.2,2023-06-06
1314,Jane Smith,Cookbook,Books,10,566.96,2023-09-21
1315,Alice Johnson,T-shirt,Clothing,4,9554.53,2024-08-14
1316,Chris Lee,Basketball,Sports,1,7129.25,2024-10-08
1317,Emma Wilson,Jeans,Clothing,4,5158.01,2023-08-05
1318,Sophia Martinez,Smartphone,Electronics,8,7427.14,2024-01-31
1319,Alice Johnson,Laptop,Electronics,3,1492.4,2025-03-24
1320,Jane Smith,Smartphone,Electronics,8,575.14,2024-12-13
1321,Liam Miller,Jeans,Clothing,2,8991.83,2024-04-13
1322,John Doe,Laptop,Electronics,3,5534.22,2024-07-21
1323,Olivia Davis,Cookbook,Books,9,2926.77,2025-02-28
1324,Alice Johnson,Cookbook,Books,7,5692.01,2025-02-23
1325,Olivia Davis,Coffee Maker,Home,3,2282.13,2025-04-13
1326,Jane Smith,Coffee Maker,Home,1,9735.28,2024-07-13
1327,John Doe,Novel,Books,10,4903.75,2024-04-07
1328,Mike Brown,Smartphone,Electronics,3,8119.23,2025-02-06
1329,Emma Wilson,T-shirt,Clothing,6,2164.18,2023-06-22
1330,Emma Wilson,Novel,Books,7,6285.29,2025-02-27
1331,Chris Lee,T-shirt,Clothing,1,8970.28,2023-10-25
1332,Emma Wilson,Cookbook,Books,8,3037.87,2024-03-01
1333,Olivia Davis,Basketball,Sports,6,8356.93,2024-03-18
1334,Alice Johnson,Vacuum Cleaner,Home,7,9846.5,2024-05-16
1335,Emma Wilson,Cookbook,Books,4,8468.76,2023-10-02
1336,John Doe,Basketball,Sports,3,2025.15,2024-02-28
1337,Alice Johnson,Jeans,Clothing,2,9206.28,2025-02-19
1338,Chris Lee,Football,Sports,1,985.55,2023-11-02
1339,Emma Wilson,Coffee Maker,Home,7,2122.39,2024-08-11
1340,Jane Smith,Coffee Maker,Home,9,1404.84,2024-07-21
1341,Olivia Davis,Cookbook,Books,9,451.84,2024-03-28
1342,Olivia Davis,Laptop,Electronics,10,5613.63,2025-01-26
1343,Alice Johnson,Cookbook,Books,10,8135.59,2025-03-01
1344,Chris Lee,Jeans,Clothing,4,368.47,2023-05-15
1345,Sophia Martinez,Cookbook,Books,8,3033.03,2025-02-19
1346,Liam Miller,Cookbook,Books,3,8183.71,2024-09-01
1347,John Doe,Smartphone,Electronics,8,7167.11,2024-02-16
1348,Jane Smith,Smartphone,Electronics,7,7158.71,2023-12-26
1349,Liam Miller,T-shirt,Clothing,5,4868.88,2025-02-18
1350,Mike Brown,Smartphone,Electronics,1,1770.51,2024-11-26
1351,Sophia Martinez,Laptop,Electronics,7,9018.99,2024-10-09
1352,Jane Smith,Coffee Maker,Home,8,1348.53,2024-03-16
1353,Emma Wilson,T-shirt,Clothing,7,4587.37,2023-10-03
1354,Mike Brown,Laptop,Electronics,6,3763.73,2024-02-17
1355,Noah Garcia,Novel,Books,5,930.9,2023-08-10
1356,Sophia Martinez,Coffee Maker,Home,3,2951.75,2023-10-25
1357,Liam Miller,Laptop,Electronics,2,4224.55,2023-07-22
1358,Jane Smith,Cookbook,Books,10,4171.32,2024-08-11
1359,Alice Johnson,Jeans,Clothing,3,5315.38,2024-05-15
1360,Sophia Martinez,Cookbook,Books,8,8994.33,2025-03-24
1361,Jane Smith,Football,Sports,9,7332.37,2023-07-10
1362,Noah Garcia,Cookbook,Books,7,9085.25,2024-02-19
1363,John Doe,Basketball,Sports,8,7529.63,2023-10-05
1364,Liam Miller,Jeans,Clothing,6,1512.35,2024-03-11
1365,Emma Wilson,Basketball,Sports,9,8271.2,2024-11-22
1366,Alice Johnson,Jeans,Clothing,3,4799.15,2025-03-31
1367,Mike Brown,Smartphone,Electronics,2,8527.87,2023-08-04
1368,Olivia Davis,Laptop,Electronics,10,9924.48,2024-12-08
1369,Sophia Martinez,Basketball,Sports,5,2854.01,2023-11-04
1370,Alice Johnson,Basketball,Sports,7,6418.74,2023-08-14
1371,Noah Garcia,Basketball,Sports,2,6033.7,2023-08-07
1372,John Doe,Cookbook,Books,5,2961.3,2023-09-01
1373,Mike Brown,Smartphone,Electronics,8,6661.8,2024-04-29
1374,Liam Miller,Vacuum Cleaner,Home,6,9008.09,2025-01-23
1375,Chris Lee,Novel,Books,2,2378.48,2023-07-18
1376,Sophia Martinez,Vacuum Cleaner,Home,8,286.97,2024-01-13
1377,Jane Smith,Laptop,Electronics,8,8953.21,2024-12-14
1378,Sophia Martinez,T-shirt,Clothing,5,5261.61,2023-05-04
1379,Jane Smith,Cookbook,Books,7,4364.57,2025-04-01
1380,Jane Smith,T-shirt,Clothing,2,4658.23,2023-12-18
1381,Liam Miller,Jeans,Clothing,1,1617.98,2023-07-01
1382,Olivia Davis,Smartphone,Electronics,5,7853.74,2023-11-11
1383,Chris Lee,Laptop,Electronics,8,8201.41,2023-12-24
1384,Liam Miller,Coffee Maker,Home,1,6445.55,2025-04-02
1385,Jane Smith,Football,Sports,1,3682.3,2024-01-18
1386,Jane Smith,Cookbook,Books,10,1972.83,2024-12-04
1387,Noah Garcia,T-shirt,Clothing,3,9522.39,2024-05-16
1388,Mike Brown,Novel,Books,1,8898.28,2025-01-25
1389,Mike Brown,Football,Sports,1,8758.59,2024-05-16
1390,Chris Lee,Cookbook,Books,4,4470.15,2025-04-18
1391,Emma Wilson,T-shirt,Clothing,3,8811.99,2024-06-12
1392,John Doe,T-shirt,Clothing,1,6688.86,2024-06-27
1393,Jane Smith,Cookbook,Books,9,9117.41,2023-09-04
1394,Sophia Martinez,T-shirt,Clothing,9,7773.16,2025-02-18
1395,Sophia Martinez,Cookbook,Books,6,1859.63,2023-09-12
1396,Alice Johnson,Smartphone,Electronics,4,8669.29,2025-02-12
1397,Jane Smith,Football,Sports,6,2182.24,2025-02-17
1398,Jane Smith,Basketball,Sports,6,5357.83,2025-01-29
1399,Alice Johnson,Laptop,Electronics,4,5735.36,2023-10-28
1400,Mike Brown,Jeans,Clothing,3,1638.91,2024-08-02
1401,Liam Miller,Coffee Maker,Home,7,1945.94,2024-11-25
1402,Olivia Davis,Jeans,Clothing,10,6496.42,2024-04-08
1403,Liam Miller,Smartphone,Electronics,1,4733.32,2024-10-25
1404,Jane Smith,Coffee Maker,Home,5,2217.64,2024-07-07
1405,Mike Brown,Coffee Maker,Home,2,6910.74,2024-08-05
1406,Olivia Davis,Cookbook,Books,3,4458.13,2024-01-02
1407,Noah Garcia,Laptop,Electronics,6,238.02,2024-02-25
1408,Alice Johnson,Smartphone,Electronics,2,6737.57,2023-12-01
1409,Liam Miller,Laptop,Electronics,9,7312.68,2024-12-09
1410,John Doe,Football,Sports,2,2839.2,2025-02-15
1411,Olivia Davis,Smartphone,Electronics,3,4292.62,2024-10-16
1412,Jane Smith,Football,Sports,3,1974.06,2024-06-15
1413,John Doe,Smartphone,Electronics,9,9024.36,2024-03-18
1414,Chris Lee,Laptop,Electronics,8,4860.03,2023-09-23
1415,Mike Brown,Coffee Maker,Home,4,7599.49,2024-02-14
1416,Emma Wilson,Football,Sports,9,6411.2,2024-03-24
1417,John Doe,Jeans,Clothing,1,852.24,2025-02-20
1418,Emma Wilson,Laptop,Electronics,7,4967.94,2024-07-26
1419,Emma Wilson,Cookbook,Books,3,1214.99,2023-07-06
1420,Liam Miller,Basketball,Sports,5,2489.7,2023-12-15
1421,Emma Wilson,Football,Sports,2,2729.2,2023-04-30
1422,Liam Miller,T-shirt,Clothing,6,6879.42,2023-09-11
1423,John Doe,Football,Sports,1,3891.65,2023-05-27
1424,Olivia Davis,Cookbook,Books,9,3744.9,2025-04-12
1425,Emma Wilson,Novel,Books,2,6379.3,2023-11-27
1426,Olivia Davis,Smartphone,Electronics,6,8394.48,2023-09-12
1427,Liam Miller,Coffee Maker,Home,3,9115.76,2023-06-06
1428,Jane Smith,Football,Sports,10,1857.21,2024-10-08
1429,Alice Johnson,T-shirt,Clothing,8,6501.54,2024-01-13
1430,Sophia Martinez,Jeans,Clothing,7,5329.64,2023-10-26
1431,Olivia Davis,Football,Sports,5,7116.21,2025-04-01
1432,Alice Johnson,Laptop,Electronics,1,6856.1,2024-10-27
1433,Olivia Davis,Coffee Maker,Home,5,4637.01,2024-11-24
1434,Chris Lee,Novel,Books,7,1633.01,2023-10-14
1435,Emma Wilson,Smartphone,Electronics,1,8334.34,2024-04-13
1436,Noah Garcia,Vacuum Cleaner,Home,5,7612.58,2023-11-29
1437,Olivia Davis,Smartphone,Electronics,1,8688.58,2024-03-14
1438,Sophia Martinez,Cookbook,Books,7,9112.73,2025-01-25
1439,Emma Wilson,Laptop,Electronics,4,1822.02,2024-10-28
1440,Mike Brown,Cookbook,Books,6,1389.5,2024-01-14
1441,Noah Garcia,Football,Sports,10,4534.97,2024-06-29
1442,Olivia Davis,Novel,Books,5,1725.03,2025-02-19
1443,Liam Miller,Football,Sports,8,9313.64,2025-03-11
1444,Liam Miller,Smartphone,Electronics,1,1394.59,2024-09-24
1445,Sophia Martinez,Novel,Books,9,4691.69,2025-03-27
1446,Sophia Martinez,T-shirt,Clothing,2,268.47,2024-04-28
1447,Jane Smith,Jeans,Clothing,4,5421.25,2024-01-24
1448,Jane Smith,T-shirt,Clothing,10,9578.89,2023-06-23
1449,Chris Lee,Smartphone,Electronics,1,9104.61,2023-11-22
1450,Alice Johnson,Basketball,Sports,9,9807.72,2023-07-22
1451,Mike Brown,Novel,Books,8,4628.0,2024-02-27
1452,Liam Miller,Cookbook,Books,8,6354.78,2023-08-26
1453,Olivia Davis,Football,Sports,2,6325.02,2024-06-06
1454,Noah Garcia,T-shirt,Clothing,10,2633.19,2024-10-14
1455,Mike Brown,Cookbook,Books,2,9314.18,2024-09-28
1456,Alice Johnson,Basketball,Sports,4,7156.4,2024-01-18
1457,Olivia Davis,T-shirt,Clothing,2,581.51,2025-03-15
1458,Alice Johnson,Coffee Maker,Home,1,4270.34,2023-05-12
1459,Noah Garcia,Jeans,Clothing,1,2186.71,2025-02-13
1460,Jane Smith,Vacuum Cleaner,Home,9,9342.25,2025-04-21
1461,Jane Smith,Basketball,Sports,2,5151.2,2025-03-06
1462,Jane Smith,Smartphone,Electronics,6,4364.38,2024-03-20
1463,Mike Brown,Jeans,Clothing,6,3573.27,2023-07-12
1464,Jane Smith,Jeans,Clothing,8,4666.48,2024-01-12
1465,Emma Wilson,Smartphone,Electronics,2,3597.76,2024-04-23
1466,Noah Garcia,Novel,Books,4,8389.11,2023-05-03
1467,Alice Johnson,Coffee Maker,Home,8,6625.04,2024-03-02
1468,Jane Smith,Basketball,Sports,2,8196.95,2024-09-02
1469,Jane Smith,Basketball,Sports,9,4421.45,2023-08-30
1470,Alice Johnson,Vacuum Cleaner,Home,2,9567.69,2024-01-17
1471,Alice Johnson,Cookbook,Books,2,5395.76,2024-07-19
1472,Noah Garcia,T-shirt,Clothing,9,7845.86,2024-08-21
1473,Mike Brown,Football,Sports,2,7153.5,2024-06-22
1474,Chris Lee,Coffee Maker,Home,5,4193.01,2024-02-23
1475,Noah Garcia,Jeans,Clothing,6,4638.94,2024-08-22
1476,Mike Brown,Novel,Books,10,1627.17,2023-08-03
1477,Chris Lee,Coffee Maker,Home,10,4736.33,2024-06-03
1478,Alice Johnson,Jeans,Clothing,2,7698.61,2025-03-09
1479,Chris Lee,Football,Sports,4,6299.32,2023-06-05
1480,Chris Lee,Coffee Maker,Home,4,6175.29,2023-07-31
1481,Emma Wilson,Basketball,Sports,5,9603.39,2023-12-24
1482,Sophia Martinez,Vacuum Cleaner,Home,1,2820.74,2024-10-11
1483,Noah Garcia,Laptop,Electronics,5,8709.79,2024-05-22
1484,Olivia Davis,Cookbook,Books,10,712.25,2024-08-01
1485,Chris Lee,Football,Sports,5,5638.54,2024-12-12
1486,Liam Miller,Football,Sports,4,2603.88,2024-10-25
1487,Chris Lee,Novel,Books,9,538.06,2023-05-11
1488,Jane Smith,T-shirt,Clothing,3,8877.46,2023-08-26
1489,Noah Garcia,Vacuum Cleaner,Home,6,8076.14,2023-06-06
1490,Chris Lee,Basketball,Sports,4,809.54,2023-10-02
1491,Jane Smith,Coffee Maker,Home,2,1083.63,2025-04-17
1492,Liam Miller,Jeans,Clothing,2,6510.49,2023-11-30
1493,Emma Wilson,Coffee Maker,Home,3,4915.13,2024-12-24
1494,Chris Lee,Novel,Books,5,5669.38,2024-02-18
1495,Chris Lee,Cookbook,Books,6,2769.37,2024-01-27
1496,Alice Johnson,Cookbook,Books,1,3816.01,2024-06-12
1497,Chris Lee,Cookbook,Books,4,5604.42,2023-06-22
1498,Jane Smith,Coffee Maker,Home,1,4414.64,2024-09-13
1499,Liam Miller,Football,Sports,9,7854.44,2024-01-16
1500,Emma Wilson,Jeans,Clothing,8,3674.67,2024-11-13
1501,Jane Smith,Football,Sports,2,2060.22,2023-07-14
1502,Olivia Davis,Basketball,Sports,6,8096.71,2024-05-05
1503,John Doe,Basketball,Sports,8,5661.67,2024-12-18
1504,Olivia Davis,T-shirt,Clothing,8,2405.57,2024-06-26
1505,John Doe,Jeans,Clothing,1,6450.46,2024-04-21
1506,Liam Miller,Laptop,Electronics,8,9154.6,2025-03-13
1507,Alice Johnson,Vacuum Cleaner,Home,10,7150.18,2024-09-05
1508,Emma Wilson,Vacuum Cleaner,Home,5,957.82,2023-08-11
1509,Jane Smith,Basketball,Sports,10,8385.81,2024-06-26
1510,Noah Garcia,Cookbook,Books,7,9318.51,2023-05-27
1511,Chris Lee,Basketball,Sports,7,5385.45,2023-07-26
1512,Noah Garcia,Smartphone,Electronics,9,9181.22,2024-05-01
1513,Noah Garcia,Vacuum Cleaner,Home,9,4940.6,2024-04-11
1514,John Doe,Football,Sports,7,8268.01,2023-06-26
1515,Chris Lee,Novel,Books,8,1611.21,2025-04-02
1516,Olivia Davis,Smartphone,Electronics,9,9799.41,2024-01-07
1517,Olivia Davis,Laptop,Electronics,6,2737.09,2024-02-21
1518,Noah Garcia,Vacuum Cleaner,Home,2,5461.16,2023-05-08
1519,Sophia Martinez,Laptop,Electronics,1,7177.82,2024-03-27
1520,Emma Wilson,T-shirt,Clothing,9,4120.61,2024-04-11
1521,Mike Brown,Cookbook,Books,6,9780.49,2025-01-05
1522,Jane Smith,Football,Sports,5,4775.44,2024-07-09
1523,Noah Garcia,Coffee Maker,Home,10,8940.48,2024-01-08
1524,Liam Miller,Laptop,Electronics,10,277.54,2025-01-08
1525,Jane Smith,Vacuum Cleaner,Home,8,435.01,2024-11-22
1526,Emma Wilson,Basketball,Sports,8,6220.78,2024-01-05
1527,Chris Lee,Novel,Books,6,816.51,2024-02-19
1528,Emma Wilson,Laptop,Electronics,1,3044.93,2023-12-18
1529,Sophia Martinez,Football,Sports,8,183.18,2024-03-08
1530,John Doe,Smartphone,Electronics,9,5776.52,2025-02-19
1531,Alice Johnson,Football,Sports,2,2530.29,2023-11-06
1532,John Doe,Coffee Maker,Home,6,4818.31,2024-01-05
1533,Sophia Martinez,Laptop,Electronics,5,7438.07,2023-07-19
1534,Noah Garcia,Vacuum Cleaner,Home,1,7907.67,2024-10-23
1535,Sophia Martinez,Smartphone,Electronics,3,6117.36,2024-06-13
1536,Mike Brown,Novel,Books,3,2477.5,2024-12-05
1537,Chris Lee,T-shirt,Clothing,2,3134.96,2024-01-14
1538,Mike Brown,Vacuum Cleaner,Home,9,8519.72,2024-05-10
1539,Mike Brown,Coffee Maker,Home,10,7172.84,2024-08-02
1540,Alice Johnson,Basketball,Sports,3,8352.26,2023-08-16
1541,Chris Lee,Vacuum Cleaner,Home,5,4519.72,2023-12-31
1542,Alice Johnson,Cookbook,Books,10,4936.3,2024-08-29
1543,Noah Garcia,Coffee Maker,Home,5,1680.48,2024-03-13
1544,Emma Wilson,Novel,Books,3,7345.33,2025-03-04
1545,Olivia Davis,Novel,Books,3,6949.27,2025-02-18
1546,Emma Wilson,Football,Sports,7,6245.8,2025-03-10
1547,Chris Lee,Jeans,Clothing,5,7067.55,2023-09-23
1548,Noah Garcia,Cookbook,Books,10,7596.42,2024-08-15
1549,Olivia Davis,Basketball,Sports,4,5018.02,2023-08-21
1550,Noah Garcia,Basketball,Sports,4,6937.73,2024-03-02
1551,Alice Johnson,Laptop,Electronics,3,9789.22,2024-05-31
1552,Sophia Martinez,Basketball,Sports,2,9973.18,2025-03-10
1553,Noah Garcia,Laptop,Electronics,5,7182.47,2025-01-15
1554,Sophia Martinez,Football,Sports,2,8860.63,2023-11-21
1555,Sophia Martinez,Cookbook,Books,2,7059.12,2023-10-15
1556,Emma Wilson,Novel,Books,10,8491.18,2024-07-07
1557,Alice Johnson,T-shirt,Clothing,1,4066.3,2023-08-07
1558,John Doe,Novel,Books,1,3616.02,2024-09-10
1559,Noah Garcia,Cookbook,Books,8,2880.21,2024-08-25
1560,Liam Miller,Coffee Maker,Home,9,1817.43,2024-10-08
1561,Sophia Martinez,Vacuum Cleaner,Home,4,2836.2,2023-10-08
1562,Olivia Davis,Vacuum Cleaner,Home,9,1322.0,2024-02-07
1563,Chris Lee,Laptop,Electronics,8,1902.75,2023-05-17
1564,John Doe,Basketball,Sports,10,6106.19,2024-11-10
1565,John Doe,Football,Sports,9,6134.06,2023-11-17
1566,Chris Lee,Smartphone,Electronics,6,5629.71,2023-07-18
1567,Olivia Davis,Laptop,Electronics,5,4759.66,2024-07-16
1568,Emma Wilson,Laptop,Electronics,6,296.24,2025-04-08
1569,Liam Miller,Smartphone,Electronics,3,6023.55,2023-10-13
1570,Olivia Davis,Cookbook,Books,1,8967.44,2024-05-03
1571,Emma Wilson,Cookbook,Books,4,6069.5,2024-07-24
1572,Noah Garcia,Vacuum Cleaner,Home,7,198.99,2025-01-24
1573,Emma Wilson,Novel,Books,3,7023.13,2024-11-14
1574,Mike Brown,Novel,Books,3,3591.59,2024-09-10
1575,John Doe,Laptop,Electronics,9,7889.68,2024-11-22
1576,Mike Brown,Football,Sports,10,7366.15,2024-01-15
1577,Emma Wilson,Basketball,Sports,6,6826.52,2023-06-27
